clump_id,area_pix,area_arcsec2,r_eff_arcsec,x0,y0,area_kpc2,r_eff_kpc,inside,component
57,17,0.0067999999999998634,0.046524264916812316,204.88235294117646,178.0,0.1361625713630195,0.20818715760837656,True,disk
58,120,0.04799999999999903,0.12360774464741942,358.5416666666667,135.85833333333332,0.9611475625624905,0.5531209372687804,True,disk
59,11,0.004399999999999911,0.037424103185095176,310.90909090909093,87.63636363636364,0.08810519323489496,0.167465680158056,True,disk
60,100,0.039999999999999196,0.11283791670955012,486.14,240.36,0.8009563021354088,0.5049280239508517,False,outside
61,23,0.009199999999999814,0.05411516379805956,104.91304347826087,309.4347826086956,0.184219949491144,0.24215497342674944,False,outside
63,19,0.0075999999999998465,0.04918490759365885,251.42105263157896,73.94736842105263,0.15218169740572765,0.2200930230163447,True,disk
65,10,0.003999999999999919,0.03568248232305506,384.8,176.5,0.08009563021354088,0.15967226101327425,True,disk
67,30,0.011999999999999757,0.06180387232370971,88.53333333333333,265.96666666666664,0.2402868906406226,0.2765604686343902,False,outside
68,59,0.023599999999999524,0.08667244841319131,71.0677966101695,240.5084745762712,0.4725642182598912,0.3878425744149783,False,outside
69,9,0.0035999999999999275,0.03385137501286504,199.0,265.0,0.07208606719218678,0.15147840718525551,False,outside
70,25,0.009999999999999799,0.05641895835477506,303.96,166.16,0.2002390755338522,0.25246401197542584,True,disk
71,28,0.011199999999999774,0.05970821321441786,190.03571428571428,275.89285714285717,0.22426776459791445,0.2671827962722438,False,outside
72,35,0.013999999999999718,0.06675581178124479,86.17142857142858,198.42857142857142,0.28033470574739305,0.2987194474416073,False,outside
73,18,0.007199999999999855,0.04787307364817144,163.44444444444446,310.8888888888889,0.14417213438437357,0.21422281784806244,False,outside
